alt_brand,alt_generic,alt_manu,year,total_claims_16,total_claims_17
ampicillin-sulbactam,ampicillin sodium/sulbactam na,hospira,2015,178,NA
ampicillin-sulbactam,ampicillin sodium/sulbactam na,hospira,2016,141,NA
ampicillin-sulbactam,ampicillin sodium/sulbactam na,mylan instituti,2016,1418,1602
ampicillin-sulbactam,ampicillin sodium/sulbactam na,sagent pharmace,2013,1919,1754
ampicillin-sulbactam,ampicillin sodium/sulbactam na,sagent pharmace,2014,1836,1750
ampicillin-sulbactam,ampicillin sodium/sulbactam na,sagent pharmace,2015,1130,1047
ampicillin-sulbactam,ampicillin sodium/sulbactam na,sagent pharmace,2016,1496,1404
ampicillin-sulbactam,ampicillin sodium/sulbactam na,"west-ward, inc.",2013,828,616
ampicillin-sulbactam,ampicillin sodium/sulbactam na,"west-ward, inc.",2014,379,273
ampicillin-sulbactam,ampicillin sodium/sulbactam na,"west-ward, inc.",2015,498,193
ampicillin-sulbactam,ampicillin sodium/sulbactam na,"west-ward, inc.",2016,620,568
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2013,102154,101461
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2014,96492,95753
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2015,98012,97314
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2016,107190,106995
kineret,anakinra,sobi-swedish or,2013,2225,393
kineret,anakinra,sobi-swedish or,2014,2234,326
kineret,anakinra,sobi-swedish or,2015,2336,294
kineret,anakinra,sobi-swedish or,2016,2455,1328
anastrozole,anastrozole,ahp,2013,482,NA
anastrozole,anastrozole,ahp,2014,717,NA
anastrozole,anastrozole,ahp,2015,587,NA
anastrozole,anastrozole,ahp,2016,417,207
anastrozole,anastrozole,mylan,2015,797,725
anastrozole,anastrozole,mylan,2016,1307,424
anastrozole,anastrozole,sun pharmaceuti,2013,56120,54503
anastrozole,anastrozole,sun pharmaceuti,2014,54082,52293
anastrozole,anastrozole,sun pharmaceuti,2015,21811,21233
anastrozole,anastrozole,sun pharmaceuti,2016,7019,6899
emend,aprepitant,merck sharp & d,2013,27197,27105
emend,aprepitant,merck sharp & d,2014,19827,19726
emend,aprepitant,merck sharp & d,2015,14942,14877
emend,aprepitant,merck sharp & d,2016,9663,9587
aripiprazole,aripiprazole,ajanta pharma l,2016,NA,9402
aripiprazole,aripiprazole,amneal pharmace,2016,2395,169299
aripiprazole,aripiprazole,apotex corp,2015,97938,97942
aripiprazole,aripiprazole,apotex corp,2016,514207,514700
aripiprazole,aripiprazole,aurobindo pharm,2016,224931,225497
aripiprazole,aripiprazole,dr.reddy's lab,2016,NA,8247
aripiprazole,aripiprazole,"gsms, inc.",2016,NA,117
aripiprazole,aripiprazole,major pharmaceu,2015,NA,11
aripiprazole,aripiprazole,major pharmaceu,2016,NA,518
abilify,aripiprazole,otsuka america,2013,2885867,2837765
abilify,aripiprazole,otsuka america,2014,2963256,2917840
abilify,aripiprazole,otsuka america,2015,1635185,1611148
abilify,aripiprazole,otsuka america,2016,97631,96886
aripiprazole,aripiprazole,trigen laborato,2016,442080,443456
aripiprazole odt,aripiprazole,trigen laborato,2015,71,100
aripiprazole odt,aripiprazole,trigen laborato,2016,1084,1688
armodafinil,armodafinil,actavis pharma/,2016,NA,1769
armodafinil,armodafinil,mylan,2016,NA,31937
armodafinil,armodafinil,sandoz,2016,NA,199
armodafinil,armodafinil,teva usa,2016,NA,361
saphris,asenapine maleate,forest pharmace,2013,104806,NA
saphris,asenapine maleate,forest pharmace,2014,130589,NA
saphris,asenapine maleate,forest pharmace,2015,11556,NA
saphris,asenapine maleate,forest pharmace,2016,1610,NA
strensiq,asfotase alfa,alexion pharmac,2015,NA,22
strensiq,asfotase alfa,alexion pharmac,2016,NA,346
durlaza,aspirin,new haven pharm,2016,NA,509
tenormin,atenolol,astrazeneca/alm,2013,19056,NA
tenormin,atenolol,astrazeneca/alm,2014,16752,NA
tenormin,atenolol,astrazeneca/alm,2015,9215,NA
tenormin,atenolol,astrazeneca/alm,2016,511,NA
atenolol,atenolol,aurobindo pharm,2013,16122,15703
atenolol,atenolol,aurobindo pharm,2014,4919,4709
atenolol,atenolol,aurobindo pharm,2015,78213,78012
atenolol,atenolol,aurobindo pharm,2016,97593,97478
atenolol,atenolol,mylan instituti,2013,862885,12836
atenolol,atenolol,mylan instituti,2014,871602,10785
atenolol,atenolol,mylan instituti,2015,831138,8611
atenolol,atenolol,mylan instituti,2016,120556,7562
atenolol,atenolol,rising pharm,2013,178152,161618
atenolol,atenolol,rising pharm,2014,173862,156266
atenolol,atenolol,rising pharm,2015,57165,47142
atenolol,atenolol,rising pharm,2016,11744,9749
tenoretic 100,atenolol/chlorthalidone,almatica pharma,2015,NA,37
tenoretic 100,atenolol/chlorthalidone,almatica pharma,2016,NA,95
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2013,348,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2014,271,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2015,217,NA
tenoretic 100,atenolol/chlorthalidone,astrazeneca/alm,2016,106,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2013,1077,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2014,870,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2015,564,NA
tenoretic 50,atenolol/chlorthalidone,astrazeneca/alm,2016,62,NA
atenolol-chlorthalidone,atenolol/chlorthalidone,mylan,2013,451525,420021
atenolol-chlorthalidone,atenolol/chlorthalidone,mylan,2014,464014,442018
atenolol-chlorthalidone,atenolol/chlorthalidone,mylan,2015,354948,353617
atenolol-chlorthalidone,atenolol/chlorthalidone,mylan,2016,300369,299507
tecentriq,atezolizumab,"genentech, inc.",2016,NA,144
atorvastatin calcium,atorvastatin calcium,avkare,2015,NA,13
atorvastatin calcium,atorvastatin calcium,avkare,2016,NA,62
atorvastatin calcium,atorvastatin calcium,"cipla usa, inc.",2016,NA,62677
atorvastatin calcium,atorvastatin calcium,legacy pharmace,2013,1786003,1609732
atorvastatin calcium,atorvastatin calcium,legacy pharmace,2014,2730538,2727843
atorvastatin calcium,atorvastatin calcium,legacy pharmace,2015,3095296,3095129
atorvastatin calcium,atorvastatin calcium,legacy pharmace,2016,3273704,3273610
atorvastatin calcium,atorvastatin calcium,mylan,2015,7407929,7408039
atorvastatin calcium,atorvastatin calcium,mylan,2016,8993377,9009294
lipitor,atorvastatin calcium,pfizer us pharm,2013,302793,290270
lipitor,atorvastatin calcium,pfizer us pharm,2014,140411,132801
lipitor,atorvastatin calcium,pfizer us pharm,2015,104728,98317
lipitor,atorvastatin calcium,pfizer us pharm,2016,122362,116341
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2013,712202,703014
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2014,627696,616091
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2015,222278,219168
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2016,38798,38237
atorvastatin calcium,atorvastatin calcium,watson labs,2013,1862230,1759446
atorvastatin calcium,atorvastatin calcium,watson labs,2014,199187,188679
atorvastatin calcium,atorvastatin calcium,watson labs,2015,14944,14002
atorvastatin calcium,atorvastatin calcium,watson labs,2016,1869,1773
malarone,atovaquone/proguanil hcl,glaxosmithkline,2013,1099,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2014,448,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2015,245,NA
malarone,atovaquone/proguanil hcl,glaxosmithkline,2016,136,NA
atropine sulfate,atropine sulfate,amer. regent,2013,161,116
atropine sulfate,atropine sulfate,amer. regent,2014,38,20
atropine sulfate,atropine sulfate,amer. regent,2015,145,64
atropine sulfate,atropine sulfate,amer. regent,2016,227,164
atropine sulfate,atropine sulfate,sandoz,2013,10279,NA
atropine sulfate,atropine sulfate,sandoz,2014,8738,NA
atropine sulfate,atropine sulfate,sandoz,2015,8224,NA
atropine sulfate,atropine sulfate,sandoz,2016,162,NA
atropine sulfate,atropine sulfate,valeant,2013,48924,NA
atropine sulfate,atropine sulfate,valeant,2014,50875,NA
atropine sulfate,atropine sulfate,valeant,2015,27968,NA
atropine sulfate,atropine sulfate,valeant,2016,1736,NA
atropine sulfate,atropine sulfate,"west-ward, inc.",2013,NA,52
atropine sulfate,atropine sulfate,"west-ward, inc.",2014,NA,61
atropine sulfate,atropine sulfate,"west-ward, inc.",2015,NA,36
atropine sulfate,atropine sulfate,"west-ward, inc.",2016,NA,52
stendra,avanafil,vivus/mist phar,2014,28,NA
stendra,avanafil,vivus/mist phar,2015,52,NA
stendra,avanafil,vivus/mist phar,2016,68,NA
vidaza,azacitidine,celgene,2013,685,NA
vidaza,azacitidine,celgene,2014,318,NA
vidaza,azacitidine,celgene,2015,112,NA
vidaza,azacitidine,celgene,2016,72,NA
azacitidine,azacitidine,mylan instituti,2016,NA,55
azelastine hcl,azelastine hcl,avkare,2016,NA,96
edarbyclor,azilsartan med/chlorthalidone,arbor pharmaceu,2013,38583,NA
edarbyclor,azilsartan med/chlorthalidone,arbor pharmaceu,2014,52152,1012
edarbyclor,azilsartan med/chlorthalidone,arbor pharmaceu,2015,55809,45374
edarbyclor,azilsartan med/chlorthalidone,arbor pharmaceu,2016,56820,56247
edarbi,azilsartan medoxomil,arbor pharmaceu,2013,42369,30236
edarbi,azilsartan medoxomil,arbor pharmaceu,2014,50574,35026
edarbi,azilsartan medoxomil,arbor pharmaceu,2015,53903,51923
edarbi,azilsartan medoxomil,arbor pharmaceu,2016,58801,58563
azithromycin,azithromycin,ahp,2015,3876,1161
azithromycin,azithromycin,ahp,2016,2786,2146
azithromycin,azithromycin,apotex corp,2015,300918,300781
azithromycin,azithromycin,apotex corp,2016,49564,49451
azithromycin,azithromycin,auromedics phar,2016,NA,66
azithromycin,azithromycin,hospira/pfizer,2013,NA,78
azithromycin,azithromycin,hospira/pfizer,2014,NA,83
azithromycin,azithromycin,hospira/pfizer,2015,NA,44
azithromycin,azithromycin,hospira/pfizer,2016,NA,53
azithromycin,azithromycin,major pharmaceu,2013,271,NA
azithromycin,azithromycin,major pharmaceu,2014,523,NA
azithromycin,azithromycin,major pharmaceu,2015,313,NA
azithromycin,azithromycin,major pharmaceu,2016,55,294
zithromax,azithromycin,pfizer us pharm,2013,4791,4669
zithromax,azithromycin,pfizer us pharm,2014,4051,3934
zithromax,azithromycin,pfizer us pharm,2015,3445,3384
zithromax,azithromycin,pfizer us pharm,2016,3275,3214
azithromycin,azithromycin,teva usa,2013,3204774,1822005
azithromycin,azithromycin,teva usa,2014,3101001,2044842
azithromycin,azithromycin,teva usa,2015,3430014,3156593
azithromycin,azithromycin,teva usa,2016,3962288,3947831
azithromycin,azithromycin,wockhardt usa l,2013,694119,694050
azithromycin,azithromycin,wockhardt usa l,2014,251879,251819
azithromycin,azithromycin,wockhardt usa l,2015,80483,80409
azithromycin,azithromycin,wockhardt usa l,2016,244684,244625
virt-caps,b complex w-c no.20/folic acid,virtus pharmace,2016,NA,281
bacitracin,bacitracin,app/fresenius k,2013,72,NA
bacitracin,bacitracin,app/fresenius k,2014,119,NA
bacitracin,bacitracin,app/fresenius k,2015,69,NA
bacitracin,bacitracin,app/fresenius k,2016,57,NA
bacitracin,bacitracin,perrigo co.,2013,124387,NA
bacitracin,bacitracin,perrigo co.,2014,125997,67809
bacitracin,bacitracin,perrigo co.,2015,129990,126567
bacitracin,bacitracin,perrigo co.,2016,122435,122018
baclofen,baclofen,avkare,2015,NA,51
baclofen,baclofen,avkare,2016,NA,1689
baclofen,baclofen,major pharmaceu,2013,6999,NA
baclofen,baclofen,major pharmaceu,2014,10331,NA
baclofen,baclofen,major pharmaceu,2015,3213,173
baclofen,baclofen,major pharmaceu,2016,3116,2520
gablofen,baclofen,mallinckrodt br,2013,164,NA
gablofen,baclofen,mallinckrodt br,2014,194,NA
gablofen,baclofen,mallinckrodt br,2015,261,NA
gablofen,baclofen,mallinckrodt br,2016,318,NA
gablofen,baclofen,mallinckrodt/pi,2013,NA,164
gablofen,baclofen,mallinckrodt/pi,2014,NA,194
gablofen,baclofen,mallinckrodt/pi,2015,NA,261
gablofen,baclofen,mallinckrodt/pi,2016,NA,318
baclofen,baclofen,marlex pharm.,2015,147,197
baclofen,baclofen,marlex pharm.,2016,389,460
baclofen,baclofen,mckesson packag,2015,6920,6986
baclofen,baclofen,mckesson packag,2016,1563,1877
baclofen,baclofen,qualitest/par p,2013,625295,787
baclofen,baclofen,qualitest/par p,2013,625295,624508
baclofen,baclofen,qualitest/par p,2014,625007,2173
baclofen,baclofen,qualitest/par p,2014,625007,622834
baclofen,baclofen,qualitest/par p,2015,828750,12738
baclofen,baclofen,qualitest/par p,2015,828750,816012
baclofen,baclofen,qualitest/par p,2016,665139,1424
baclofen,baclofen,qualitest/par p,2016,665139,663715
baclofen,baclofen,upsher smith la,2013,540189,401587
baclofen,baclofen,upsher smith la,2014,582294,520199
baclofen,baclofen,upsher smith la,2015,824821,822558
baclofen,baclofen,upsher smith la,2016,908807,908737
balsalazide disodium,balsalazide disodium,mylan,2013,9071,NA
balsalazide disodium,balsalazide disodium,mylan,2014,1079,NA
balsalazide disodium,balsalazide disodium,mylan,2015,213,NA
balsalazide disodium,balsalazide disodium,mylan,2016,68,NA
balsalazide disodium,balsalazide disodium,oceanside pharm,2016,NA,3476
giazo,balsalazide disodium,salix pharmaceu,2013,66,NA
giazo,balsalazide disodium,salix pharmaceu,2014,168,NA
giazo,balsalazide disodium,salix pharmaceu,2015,157,NA
giazo,balsalazide disodium,salix pharmaceu,2016,104,NA
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2013,NA,34
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2014,NA,47
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2015,NA,42
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2016,NA,92
regranex,becaplermin,healthpoint med,2013,803,NA
regranex,becaplermin,healthpoint med,2014,9753,NA
regranex,becaplermin,healthpoint med,2015,9740,NA
regranex,becaplermin,healthpoint med,2016,51,NA
qvar,beclomethasone dipropionate,teva specialty,2013,769552,NA
qvar,beclomethasone dipropionate,teva specialty,2014,824599,123001
qvar,beclomethasone dipropionate,teva specialty,2015,908350,806176
qvar,beclomethasone dipropionate,teva specialty,2016,720109,699981
benazepril hcl,benazepril hcl,apotex corp,2013,6814,5254
benazepril hcl,benazepril hcl,apotex corp,2014,4518,3649
benazepril hcl,benazepril hcl,apotex corp,2015,2323,1901
benazepril hcl,benazepril hcl,apotex corp,2016,1084,917
benazepril hcl,benazepril hcl,international l,2013,146567,5589
benazepril hcl,benazepril hcl,international l,2014,290088,141087
benazepril hcl,benazepril hcl,international l,2015,282830,141551
benazepril hcl,benazepril hcl,international l,2016,123168,180439
benazepril hcl,benazepril hcl,trigen laborato,2013,34087,9519
benazepril hcl,benazepril hcl,trigen laborato,2014,80722,18421
benazepril hcl,benazepril hcl,trigen laborato,2015,5817,1371
benazepril hcl,benazepril hcl,trigen laborato,2016,621,306
lotensin,benazepril hcl,validus pharmac,2013,1590,NA
lotensin,benazepril hcl,validus pharmac,2014,1802,NA
lotensin,benazepril hcl,validus pharmac,2015,1892,NA
lotensin,benazepril hcl,validus pharmac,2016,113,NA
bendeka,bendamustine hcl,"cephalon,inc.-t",2016,NA,104
treanda,bendamustine hcl,"cephalon,inc.-t",2013,412,574
treanda,bendamustine hcl,"cephalon,inc.-t",2014,521,628
treanda,bendamustine hcl,"cephalon,inc.-t",2015,388,106
treanda,bendamustine hcl,"cephalon,inc.-t",2016,444,441
benzonatate,benzonatate,banner life sci,2015,NA,76
benzonatate,benzonatate,banner life sci,2016,NA,430
benzonatate,benzonatate,major pharmaceu,2013,324,NA
benzonatate,benzonatate,major pharmaceu,2014,47,NA
benzonatate,benzonatate,major pharmaceu,2015,113,NA
benzonatate,benzonatate,major pharmaceu,2016,51,NA
benzonatate,benzonatate,tagi pharma,2016,NA,547
benzonatate,benzonatate,zydus pharmaceu,2013,33937,35381
benzonatate,benzonatate,zydus pharmaceu,2014,2457,2596
benzonatate,benzonatate,zydus pharmaceu,2015,74,98
benzonatate,benzonatate,zydus pharmaceu,2016,844,1079
benztropine mesylate,benztropine mesylate,"cipla usa, inc.",2016,NA,57918
benztropine mesylate,benztropine mesylate,corepharma llc,2013,1306,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2014,519,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2015,247,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2016,154,NA
benztropine mesylate,benztropine mesylate,leading pharma,2016,NA,18485
benztropine mesylate,benztropine mesylate,major pharmaceu,2016,NA,1080
benztropine mesylate,benztropine mesylate,"pliva, inc",2013,69597,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2014,79588,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2015,17146,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2016,2202,NA
benztropine mesylate,benztropine mesylate,sunrise pharmac,2015,646,730
benztropine mesylate,benztropine mesylate,sunrise pharmac,2016,16207,19787
celestone,betameth acet/betamet sod phos,merck sharp & d,2013,192,NA
celestone,betameth acet/betamet sod phos,merck sharp & d,2014,312,NA
celestone,betameth acet/betamet sod phos,merck sharp & d,2015,130,NA
celestone,betameth acet/betamet sod phos,merck sharp & d,2016,74,NA
betamethasone dipropionate,betamethasone dipropionate,g & w labs.,2016,NA,1358
sernivo,betamethasone dipropionate,promius pharma,2016,NA,190
betamethasone valerate,betamethasone valerate,g & w labs.,2016,NA,1486
diprolene af,betamethasone/propylene glyc,merck sharp & d,2013,253,NA
diprolene af,betamethasone/propylene glyc,merck sharp & d,2014,213,NA
diprolene af,betamethasone/propylene glyc,merck sharp & d,2015,194,NA
diprolene af,betamethasone/propylene glyc,merck sharp & d,2016,130,NA
bethanechol chloride,bethanechol chloride,global pharm,2013,12380,NA
bethanechol chloride,bethanechol chloride,global pharm,2014,3631,NA
bethanechol chloride,bethanechol chloride,global pharm,2015,1113,NA
bethanechol chloride,bethanechol chloride,global pharm,2016,707,NA
bethanechol chloride,bethanechol chloride,wockhardt usa l,2013,112692,92845
bethanechol chloride,bethanechol chloride,wockhardt usa l,2014,61513,50576
bethanechol chloride,bethanechol chloride,wockhardt usa l,2015,20852,18028
bethanechol chloride,bethanechol chloride,wockhardt usa l,2016,3632,3065
bexarotene,bexarotene,oceanside pharm,2016,NA,373
bicalutamide,bicalutamide,ahp,2013,204,NA
bicalutamide,bicalutamide,ahp,2014,732,NA
bicalutamide,bicalutamide,ahp,2015,282,NA
bicalutamide,bicalutamide,ahp,2016,103,NA
bicalutamide,bicalutamide,breckenridge,2013,4098,NA
bicalutamide,bicalutamide,breckenridge,2014,555,NA
bicalutamide,bicalutamide,breckenridge,2015,177,NA
bicalutamide,bicalutamide,breckenridge,2016,114,NA
bicalutamide,bicalutamide,zydus pharmaceu,2013,6486,1715
bicalutamide,bicalutamide,zydus pharmaceu,2014,3422,810
bicalutamide,bicalutamide,zydus pharmaceu,2015,2015,532
bicalutamide,bicalutamide,zydus pharmaceu,2016,697,226
gavilyte-h and bisacodyl,bisac/nacl/nahco3/kcl/peg 3350,gavis/lupin,2015,584,NA
gavilyte-h and bisacodyl,bisac/nacl/nahco3/kcl/peg 3350,gavis/lupin,2016,853,NA
ziac,bisoprol/hydrochlorothiazide,duramed/barr,2013,2033,NA
ziac,bisoprol/hydrochlorothiazide,duramed/barr,2014,1854,NA
ziac,bisoprol/hydrochlorothiazide,duramed/barr,2015,1668,NA
ziac,bisoprol/hydrochlorothiazide,duramed/barr,2016,1510,NA
zebeta,bisoprolol fumarate,duramed/barr,2014,72,NA
zebeta,bisoprolol fumarate,duramed/barr,2015,151,NA
zebeta,bisoprolol fumarate,duramed/barr,2016,63,NA
