brand_name,generic_name,manufacturer,year,total_claims_16,total_claims_17
ampicillin trihydrate,ampicillin trihydrate,qualitest,2013,102154,NA
ampicillin trihydrate,ampicillin trihydrate,qualitest,2014,96492,NA
ampicillin trihydrate,ampicillin trihydrate,qualitest,2015,98012,NA
ampicillin trihydrate,ampicillin trihydrate,qualitest,2016,107190,NA
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2013,NA,101461
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2014,NA,95753
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2015,NA,97314
ampicillin trihydrate,ampicillin trihydrate,qualitest/par p,2016,NA,106995
ana-lex,hydrocortisone/lidocaine/aloe,avion pharmaceu,2015,87,NA
ana-lex,hydrocortisone/lidocaine/aloe,avion pharmaceu,2016,105,NA
anadrol-50,oxymetholone,meda pharmaceut,2013,357,NA
anadrol-50,oxymetholone,meda pharmaceut,2014,496,NA
anadrol-50,oxymetholone,meda pharmaceut,2015,405,NA
anadrol-50,oxymetholone,meda pharmaceut,2016,329,NA
anadrol-50,oxymetholone,meda/mylan spec,2013,NA,357
anadrol-50,oxymetholone,meda/mylan spec,2014,NA,496
anadrol-50,oxymetholone,meda/mylan spec,2015,NA,405
anadrol-50,oxymetholone,meda/mylan spec,2016,NA,329
analpram hc,hydrocortisone/pramoxine,sebela pharmace,2013,115,NA
analpram hc,hydrocortisone/pramoxine,sebela pharmace,2014,228,NA
anaprox ds,naproxen sodium,roche labs.,2013,277,NA
anaprox ds,naproxen sodium,roche labs.,2014,265,NA
anaprox ds,naproxen sodium,roche labs.,2015,198,NA
anaprox ds,naproxen sodium,roche labs.,2016,136,NA
anastrozole,anastrozole,ahp,2013,482,NA
anastrozole,anastrozole,ahp,2014,717,NA
anastrozole,anastrozole,ahp,2015,587,NA
androxy,fluoxymesterone,upsher smith,2013,2328,NA
androxy,fluoxymesterone,upsher smith,2014,1646,NA
androxy,fluoxymesterone,upsher smith,2015,186,NA
androxy,fluoxymesterone,upsher smith,2016,303,NA
androxy,fluoxymesterone,upsher smith la,2013,NA,2328
androxy,fluoxymesterone,upsher smith la,2014,NA,1646
androxy,fluoxymesterone,upsher smith la,2015,NA,186
androxy,fluoxymesterone,upsher smith la,2016,NA,303
antabuse,disulfiram,duramed/barr,2013,729,NA
antabuse,disulfiram,duramed/barr,2014,172,NA
antabuse,disulfiram,duramed/barr,2015,72,NA
antabuse,disulfiram,duramed/barr,2016,66,NA
anucort-hc,hydrocortisone acetate,g & w labs.,2014,NA,222
anucort-hc,hydrocortisone acetate,g & w labs.,2015,NA,46
anucort-hc,hydrocortisone acetate,g & w labs.,2016,NA,67
aripiprazole,aripiprazole,ajanta pharma l,2016,NA,9402
aripiprazole,aripiprazole,dr.reddy's lab,2016,NA,8247
aripiprazole,aripiprazole,"gsms, inc.",2016,NA,117
aripiprazole,aripiprazole,major pharmaceu,2015,NA,11
aripiprazole,aripiprazole,major pharmaceu,2016,NA,518
aripiprazole,aripiprazole,silarx pharm,2015,253,NA
aripiprazole,aripiprazole,silarx pharm,2016,954,NA
aripiprazole,aripiprazole,silarx/lannett,2015,NA,253
aripiprazole,aripiprazole,silarx/lannett,2016,NA,954
arixtra,fondaparinux sodium,mylan instituti,2013,1028,NA
arixtra,fondaparinux sodium,mylan instituti,2014,571,NA
arixtra,fondaparinux sodium,mylan instituti,2015,366,NA
armodafinil,armodafinil,actavis pharma/,2016,NA,1769
armodafinil,armodafinil,mylan,2016,NA,31937
armodafinil,armodafinil,sandoz,2016,NA,199
armodafinil,armodafinil,teva usa,2016,NA,361
aromasin,exemestane,pharmaci/pfizer,2013,NA,5286
aromasin,exemestane,pharmaci/pfizer,2014,NA,4451
aromasin,exemestane,pharmaci/pfizer,2015,NA,2722
aromasin,exemestane,pharmaci/pfizer,2016,NA,2446
aromasin,exemestane,pharmacia/upjhn,2013,5286,NA
aromasin,exemestane,pharmacia/upjhn,2014,4451,NA
aromasin,exemestane,pharmacia/upjhn,2015,2722,NA
aromasin,exemestane,pharmacia/upjhn,2016,2446,NA
arthrotec 50,diclofenac sodium/misoprostol,pharmaci/pfizer,2013,NA,7171
arthrotec 50,diclofenac sodium/misoprostol,pharmaci/pfizer,2014,NA,2578
arthrotec 50,diclofenac sodium/misoprostol,pharmaci/pfizer,2015,NA,1650
arthrotec 50,diclofenac sodium/misoprostol,pharmaci/pfizer,2016,NA,1099
arthrotec 50,diclofenac sodium/misoprostol,pharmacia/upjhn,2013,7171,NA
arthrotec 50,diclofenac sodium/misoprostol,pharmacia/upjhn,2014,2578,NA
arthrotec 50,diclofenac sodium/misoprostol,pharmacia/upjhn,2015,1650,NA
arthrotec 50,diclofenac sodium/misoprostol,pharmacia/upjhn,2016,1099,NA
arthrotec 75,diclofenac sodium/misoprostol,pharmaci/pfizer,2013,NA,17586
arthrotec 75,diclofenac sodium/misoprostol,pharmaci/pfizer,2014,NA,7154
arthrotec 75,diclofenac sodium/misoprostol,pharmaci/pfizer,2015,NA,4549
arthrotec 75,diclofenac sodium/misoprostol,pharmaci/pfizer,2016,NA,3355
arthrotec 75,diclofenac sodium/misoprostol,pharmacia/upjhn,2013,17586,NA
arthrotec 75,diclofenac sodium/misoprostol,pharmacia/upjhn,2014,7154,NA
arthrotec 75,diclofenac sodium/misoprostol,pharmacia/upjhn,2015,4549,NA
arthrotec 75,diclofenac sodium/misoprostol,pharmacia/upjhn,2016,3355,NA
assure id insulin safety,"syringe,needle,insuln,safe,1ml",arkray usa,2015,324,NA
assure id insulin safety,"syringe,needle,insuln,safe,1ml",arkray usa,2016,222,NA
astepro,azelastine hcl,meda pharmaceut,2013,180444,NA
astepro,azelastine hcl,meda pharmaceut,2014,88830,NA
astepro,azelastine hcl,meda pharmaceut,2015,15809,NA
astepro,azelastine hcl,meda pharmaceut,2016,4914,NA
astepro,azelastine hcl,meda/mylan spec,2013,NA,180444
astepro,azelastine hcl,meda/mylan spec,2014,NA,88830
astepro,azelastine hcl,meda/mylan spec,2015,NA,15809
astepro,azelastine hcl,meda/mylan spec,2016,NA,4914
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma,2013,309243,NA
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma,2014,277955,NA
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma,2015,377531,NA
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma,2016,388356,NA
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma/,2013,NA,309243
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma/,2014,NA,277955
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma/,2015,NA,377531
atenolol-chlorthalidone,atenolol/chlorthalidone,actavis pharma/,2016,NA,388356
atorvastatin calcium,atorvastatin calcium,avkare,2015,NA,13
atorvastatin calcium,atorvastatin calcium,avkare,2016,NA,62
atorvastatin calcium,atorvastatin calcium,"cipla usa, inc.",2016,NA,62677
atorvastatin calcium,atorvastatin calcium,ohm/sun pharmac,2013,NA,703014
atorvastatin calcium,atorvastatin calcium,ohm/sun pharmac,2014,NA,616091
atorvastatin calcium,atorvastatin calcium,ohm/sun pharmac,2015,NA,219168
atorvastatin calcium,atorvastatin calcium,ohm/sun pharmac,2016,NA,38237
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2013,712202,NA
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2014,627696,NA
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2015,222278,NA
atorvastatin calcium,atorvastatin calcium,ranbaxy pharmac,2016,38798,NA
atripla,efavirenz/emtricit/tenofovr df,bms/gilead,2013,NA,264284
atripla,efavirenz/emtricit/tenofovr df,bms/gilead,2014,NA,264074
atripla,efavirenz/emtricit/tenofovr df,bms/gilead,2015,NA,251097
atripla,efavirenz/emtricit/tenofovr df,bms/gilead,2016,NA,210317
atripla,efavirenz/emtricitab/tenofovir,bms/gilead,2013,264284,NA
atripla,efavirenz/emtricitab/tenofovir,bms/gilead,2014,264074,NA
atripla,efavirenz/emtricitab/tenofovir,bms/gilead,2015,251097,NA
atripla,efavirenz/emtricitab/tenofovir,bms/gilead,2016,210317,NA
atropine sulfate,atropine sulfate,sandoz,2013,10279,NA
atropine sulfate,atropine sulfate,sandoz,2014,8738,NA
atropine sulfate,atropine sulfate,sandoz,2015,8224,NA
atropine sulfate,atropine sulfate,sandoz,2016,162,NA
atropine sulfate,atropine sulfate,valeant,2013,48924,NA
atropine sulfate,atropine sulfate,valeant,2014,50875,NA
atropine sulfate,atropine sulfate,valeant,2015,27968,NA
atropine sulfate,atropine sulfate,valeant,2016,1736,NA
atropine sulfate,atropine sulfate,"west-ward, inc.",2013,NA,52
atropine sulfate,atropine sulfate,"west-ward, inc.",2014,NA,61
atropine sulfate,atropine sulfate,"west-ward, inc.",2015,NA,36
atropine sulfate,atropine sulfate,"west-ward, inc.",2016,NA,52
atrovent,ipratropium bromide,boehringer ing.,2013,917,NA
atrovent,ipratropium bromide,boehringer ing.,2014,871,NA
atrovent,ipratropium bromide,boehringer ing.,2015,743,NA
atrovent,ipratropium bromide,boehringer ing.,2016,477,NA
avc,sulfanilamide,meda pharmaceut,2015,200,NA
avc,sulfanilamide,meda pharmaceut,2016,164,NA
avc,sulfanilamide,meda/mylan spec,2015,NA,200
avc,sulfanilamide,meda/mylan spec,2016,NA,164
avita,tretinoin,mylan,2013,NA,67
avita,tretinoin,mylan,2014,NA,56
avita,tretinoin,mylan,2015,NA,28
avita,tretinoin,mylan,2016,NA,57
avonex,interferon beta-1a,biogen-idec,2013,80236,NA
avonex,interferon beta-1a,biogen-idec,2014,63462,NA
avonex,interferon beta-1a/albumin,biogen-idec,2013,8428,NA
avonex,interferon beta-1a/albumin,biogen-idec,2014,7215,NA
aygestin,norethindrone acetate,duramed/barr,2013,92,NA
aygestin,norethindrone acetate,duramed/barr,2014,92,NA
aygestin,norethindrone acetate,duramed/barr,2015,87,NA
aygestin,norethindrone acetate,duramed/barr,2016,67,NA
aygestin,norethindrone acetate,teva women's he,2013,NA,92
aygestin,norethindrone acetate,teva women's he,2014,NA,92
aygestin,norethindrone acetate,teva women's he,2015,NA,87
aygestin,norethindrone acetate,teva women's he,2016,NA,67
azacitidine,azacitidine,mylan instituti,2016,NA,55
azelastine hcl,azelastine hcl,avkare,2016,NA,96
azithromycin,azithromycin,auromedics phar,2016,NA,66
azithromycin,azithromycin,hospira/pfizer,2013,NA,78
azithromycin,azithromycin,hospira/pfizer,2014,NA,83
azithromycin,azithromycin,hospira/pfizer,2015,NA,44
azithromycin,azithromycin,hospira/pfizer,2016,NA,53
azithromycin,azithromycin,major pharmaceu,2013,271,NA
azithromycin,azithromycin,major pharmaceu,2014,523,NA
azithromycin,azithromycin,major pharmaceu,2015,313,NA
azulfidine,sulfasalazine,pharmaci/pfizer,2013,NA,1507
azulfidine,sulfasalazine,pharmaci/pfizer,2014,NA,1581
azulfidine,sulfasalazine,pharmaci/pfizer,2015,NA,1414
azulfidine,sulfasalazine,pharmaci/pfizer,2016,NA,1208
azulfidine,sulfasalazine,pharmacia/upjhn,2013,1507,NA
azulfidine,sulfasalazine,pharmacia/upjhn,2014,1581,NA
azulfidine,sulfasalazine,pharmacia/upjhn,2015,1414,NA
azulfidine,sulfasalazine,pharmacia/upjhn,2016,1208,NA
bacitracin,bacitracin,app/fresenius k,2013,72,NA
bacitracin,bacitracin,app/fresenius k,2014,119,NA
bacitracin,bacitracin,app/fresenius k,2015,69,NA
bacitracin,bacitracin,app/fresenius k,2016,57,NA
bacitracin,bacitracin,perrigo co.,2013,124387,NA
bacitracin,bacitracin,pharmaci/pfizer,2013,NA,261
bacitracin,bacitracin,pharmaci/pfizer,2014,NA,204
bacitracin,bacitracin,pharmaci/pfizer,2015,NA,228
bacitracin,bacitracin,pharmaci/pfizer,2016,NA,216
bacitracin,bacitracin,pharmacia/upjhn,2013,261,NA
bacitracin,bacitracin,pharmacia/upjhn,2014,204,NA
bacitracin,bacitracin,pharmacia/upjhn,2015,228,NA
bacitracin,bacitracin,pharmacia/upjhn,2016,216,NA
baclofen,baclofen,avkare,2015,NA,51
baclofen,baclofen,avkare,2016,NA,1689
baclofen,baclofen,major pharmaceu,2013,6999,NA
baclofen,baclofen,major pharmaceu,2014,10331,NA
baclofen,baclofen,qualitest/par p,2013,NA,624508
baclofen,baclofen,qualitest/par p,2014,NA,622834
baclofen,baclofen,qualitest/par p,2015,NA,816012
baclofen,baclofen,qualitest/par p,2016,NA,663715
baclofen,baclofen,upsher smith,2013,540189,NA
baclofen,baclofen,upsher smith,2014,582294,NA
baclofen,baclofen,upsher smith,2015,824821,NA
baclofen,baclofen,upsher smith,2016,908807,NA
baclofen,baclofen,upsher smith la,2013,NA,401587
baclofen,baclofen,upsher smith la,2014,NA,520199
baclofen,baclofen,upsher smith la,2015,NA,822558
baclofen,baclofen,upsher smith la,2016,NA,908737
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2013,924,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2014,643,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2015,58,NA
bactrim ds,sulfamethoxazole/trimethoprim,ar scientific,2016,75,NA
bactroban,mupirocin,glaxosmithkline,2013,954,NA
bactroban,mupirocin,glaxosmithkline,2014,877,NA
bactroban,mupirocin,glaxosmithkline,2015,722,NA
bactroban,mupirocin,glaxosmithkline,2016,112,NA
bactroban,mupirocin calcium,glaxosmithkline,2013,25976,NA
bactroban,mupirocin calcium,glaxosmithkline,2014,3158,NA
bactroban,mupirocin calcium,glaxosmithkline,2015,2423,NA
bactroban,mupirocin calcium,glaxosmithkline,2016,610,NA
balsalazide disodium,balsalazide disodium,mylan,2013,9071,NA
balsalazide disodium,balsalazide disodium,mylan,2014,1079,NA
balsalazide disodium,balsalazide disodium,mylan,2015,213,NA
balsalazide disodium,balsalazide disodium,mylan,2016,68,NA
balsalazide disodium,balsalazide disodium,oceanside pharm,2016,NA,3476
band-aid gauze pads,gauze bandage,j&j cons prod,2015,NA,31
band-aid gauze pads,gauze bandage,j&j cons prod,2016,NA,62
basaglar kwikpen u-100,"insulin glargine,hum.rec.anlog",eli lilly & co.,2016,NA,64
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2013,NA,34
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2014,NA,47
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2015,NA,42
bcg vaccine (tice strain),"bcg vaccine, live/pf",organon pharm.,2016,NA,92
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2013,125,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2014,92,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2015,66,NA
bd insulin syringe micro-fine,"syring-needl,disp,insul,0.3 ml",becton dickinso,2016,71,NA
bd insulin syringe ultra-fine,"syringe-needle,insulin,0.5 ml",becton dickinso,2015,NA,40
bd insulin syringe ultra-fine,"syringe-needle,insulin,0.5 ml",becton dickinso,2016,NA,547
bd ultra-fine ii,lancets,bd diabetes,2014,NA,15
bd ultra-fine ii,lancets,bd diabetes,2015,NA,23
bd ultra-fine ii,lancets,bd diabetes,2016,NA,127
bekyree,desog-e.estradiol/e.estradiol,lupin pharmaceu,2016,NA,66
belbuca,buprenorphine hcl,endo pharma/bio,2016,NA,7627
benazepril-hydrochlorothiazide,benazepril/hydrochlorothiazide,upsher smith,2015,2177,NA
benazepril-hydrochlorothiazide,benazepril/hydrochlorothiazide,upsher smith,2016,18290,NA
benazepril-hydrochlorothiazide,benazepril/hydrochlorothiazide,upsher smith la,2015,NA,2177
benazepril-hydrochlorothiazide,benazepril/hydrochlorothiazide,upsher smith la,2016,NA,18290
bendeka,bendamustine hcl,"cephalon,inc.-t",2016,NA,104
benzonatate,benzonatate,banner life sci,2015,NA,76
benzonatate,benzonatate,banner life sci,2016,NA,430
benzonatate,benzonatate,major pharmaceu,2013,324,NA
benzonatate,benzonatate,major pharmaceu,2014,47,NA
benzonatate,benzonatate,major pharmaceu,2015,113,NA
benzonatate,benzonatate,major pharmaceu,2016,51,NA
benzonatate,benzonatate,tagi pharma,2016,NA,547
benztropine mesylate,benztropine mesylate,"cipla usa, inc.",2016,NA,57918
benztropine mesylate,benztropine mesylate,corepharma llc,2013,1306,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2014,519,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2015,247,NA
benztropine mesylate,benztropine mesylate,corepharma llc,2016,154,NA
benztropine mesylate,benztropine mesylate,leading pharma,2016,NA,18485
benztropine mesylate,benztropine mesylate,major pharmaceu,2016,NA,1080
benztropine mesylate,benztropine mesylate,"pliva, inc",2013,69597,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2014,79588,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2015,17146,NA
benztropine mesylate,benztropine mesylate,"pliva, inc",2016,2202,NA
benztropine mesylate,benztropine mesylate,qualitest,2013,1002871,NA
benztropine mesylate,benztropine mesylate,qualitest,2014,1062105,NA
benztropine mesylate,benztropine mesylate,qualitest,2015,1037151,NA
benztropine mesylate,benztropine mesylate,qualitest,2016,1055828,NA
benztropine mesylate,benztropine mesylate,qualitest/par p,2013,NA,1002871
benztropine mesylate,benztropine mesylate,qualitest/par p,2014,NA,1062105
benztropine mesylate,benztropine mesylate,qualitest/par p,2015,NA,1037151
benztropine mesylate,benztropine mesylate,qualitest/par p,2016,NA,1055828
benztropine mesylate,benztropine mesylate,upsher smith,2013,1220098,NA
benztropine mesylate,benztropine mesylate,upsher smith,2014,909544,NA
benztropine mesylate,benztropine mesylate,upsher smith,2015,892008,NA
benztropine mesylate,benztropine mesylate,upsher smith,2016,822250,NA
benztropine mesylate,benztropine mesylate,upsher smith la,2013,NA,1220098
benztropine mesylate,benztropine mesylate,upsher smith la,2014,NA,909544
benztropine mesylate,benztropine mesylate,upsher smith la,2015,NA,892008
benztropine mesylate,benztropine mesylate,upsher smith la,2016,NA,822250
betamethasone acetate-sod phos,betameth acet/betamet sod phos,amer. regent,2013,715,NA
betamethasone acetate-sod phos,betameth acet/betamet sod phos,amer. regent,2014,872,NA
betamethasone acetate-sod phos,betameth acet/betamet sod phos,amer. regent,2015,828,NA
betamethasone acetate-sod phos,betameth acet/betamet sod phos,amer. regent,2016,716,NA
betamethasone acetate-sod phos,"betamethasone acetate,sod phos",amer. regent,2013,NA,715
betamethasone acetate-sod phos,"betamethasone acetate,sod phos",amer. regent,2014,NA,872
betamethasone acetate-sod phos,"betamethasone acetate,sod phos",amer. regent,2015,NA,828
betamethasone acetate-sod phos,"betamethasone acetate,sod phos",amer. regent,2016,NA,716
betamethasone dipropionate,betamethasone dipropionate,actavis pharma,2013,133777,NA
betamethasone dipropionate,betamethasone dipropionate,actavis pharma,2014,135594,NA
betamethasone dipropionate,betamethasone dipropionate,actavis pharma,2015,146421,NA
betamethasone dipropionate,betamethasone dipropionate,actavis pharma,2016,138300,NA
betamethasone dipropionate,betamethasone dipropionate,actavis pharma/,2013,NA,133777
betamethasone dipropionate,betamethasone dipropionate,actavis pharma/,2014,NA,135594
betamethasone dipropionate,betamethasone dipropionate,actavis pharma/,2015,NA,146421
betamethasone dipropionate,betamethasone dipropionate,actavis pharma/,2016,NA,138300
betamethasone dipropionate,betamethasone dipropionate,g & w labs.,2016,NA,1358
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma,2013,48869,NA
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma,2014,38277,NA
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma,2015,33661,NA
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma,2016,35080,NA
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma/,2013,NA,48869
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma/,2014,NA,38277
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma/,2015,NA,33661
betamethasone dipropionate,betamethasone/propylene glyc,actavis pharma/,2016,NA,35080
betamethasone valerate,betamethasone valerate,actavis pharma,2013,75355,NA
betamethasone valerate,betamethasone valerate,actavis pharma,2014,77484,NA
betamethasone valerate,betamethasone valerate,actavis pharma,2015,83609,NA
betamethasone valerate,betamethasone valerate,actavis pharma,2016,89903,NA
betamethasone valerate,betamethasone valerate,actavis pharma/,2013,NA,75355
betamethasone valerate,betamethasone valerate,actavis pharma/,2014,NA,77484
betamethasone valerate,betamethasone valerate,actavis pharma/,2015,NA,83609
betamethasone valerate,betamethasone valerate,actavis pharma/,2016,NA,89903
betamethasone valerate,betamethasone valerate,g & w labs.,2016,NA,1486
bethanechol chloride,bethanechol chloride,global pharm,2013,12380,NA
bethanechol chloride,bethanechol chloride,global pharm,2014,3631,NA
